task_id,graph_seed,mechanism,N,D,config,dataset_path
linear_seed_00,310000,linear,1000,10,"{""generator"": ""gate2_reliable_routing.generate_tasks"", ""generator_mechanism"": ""rff"", ""lambda"": 0.0, ""noise"": ""laplace"", ""paired_topology_weights_noise"": true}",cache/smoke/datasets/linear_seed_00.npz
tanh_seed_00,310000,tanh,1000,10,"{""generator"": ""gate2_reliable_routing.generate_tasks"", ""generator_mechanism"": ""tanh"", ""lambda"": 1.0, ""noise"": ""laplace"", ""paired_topology_weights_noise"": true}",cache/smoke/datasets/tanh_seed_00.npz
rff_seed_00,310000,rff,1000,10,"{""generator"": ""gate2_reliable_routing.generate_tasks"", ""generator_mechanism"": ""rff"", ""lambda"": 1.0, ""noise"": ""laplace"", ""paired_topology_weights_noise"": true}",cache/smoke/datasets/rff_seed_00.npz
interaction_seed_00,310000,interaction,1000,10,"{""generator"": ""gate2_reliable_routing.generate_tasks"", ""generator_mechanism"": ""interaction"", ""lambda"": 1.0, ""noise"": ""laplace"", ""paired_topology_weights_noise"": true}",cache/smoke/datasets/interaction_seed_00.npz
