domain,target_mechanism,target_noise,n,cdfm_mean_f1,lingam_mean_f1,oracle_gain_vs_cdfm,lingam_win_rate,cdfm_win_rate,tie_rate,always_cdfm_H,always_cdfm_T,always_cdfm_net,always_cdfm_switch,always_lingam_H,always_lingam_T,always_lingam_net,always_lingam_switch,old_gate0_router_H,old_gate0_router_T,old_gate0_router_net,old_gate0_router_switch,logistic_router_H,logistic_router_T,logistic_router_net,logistic_router_switch,gain_regression_H,gain_regression_T,gain_regression_net,gain_regression_switch,l2d_weighted_H,l2d_weighted_T,l2d_weighted_net,l2d_weighted_switch,gain_crc_H,gain_crc_T,gain_crc_net,gain_crc_switch,gain_ltt_H,gain_ltt_T,gain_ltt_net,gain_ltt_switch,conformal_uncertain_H,conformal_uncertain_T,conformal_uncertain_net,conformal_uncertain_switch,support_gate_H,support_gate_T,support_gate_net,support_gate_switch,conservative_min_ltt_H,conservative_min_ltt_T,conservative_min_ltt_net,conservative_min_ltt_switch,support_gain_ltt_H,support_gain_ltt_T,support_gain_ltt_net,support_gain_ltt_switch
tgt_interaction_exponential,interaction,exponential,300,0.745241236836311,0.8981805939973276,0.1804668284776017,0.8166666666666667,0.17,0.013333333333333334,0.0,0.0,0.0,0.0,0.02752747131658501,0.10333333333333333,0.15293935716101667,1.0,0.0,0.0,0.0,0.0,0.014051531910789734,0.06,0.09815576450328699,0.6133333333333333,0.0,0.0,0.0014368964368964372,0.013333333333333334,0.00019444444444444367,0.0,0.02252944194545361,0.1,0.0,0.0,0.0025480075480075483,0.02,0.0,0.0,0.0014368964368964372,0.013333333333333334,0.00019444444444444367,0.0,0.02252944194545361,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tgt_rff_exponential,rff,exponential,300,0.7364891913558063,0.7086315375985468,0.11519794522602168,0.5233333333333333,0.45666666666666667,0.02,0.0,0.0,0.0,0.0,0.14305559898328116,0.38666666666666666,-0.027857653757259477,1.0,0.0,0.0,0.0,0.0,0.015969661705434183,0.056666666666666664,0.04525190592931609,0.35333333333333333,0.0,0.0,0.002610275689223058,0.013333333333333334,0.0,0.0,0.017032575267920905,0.07333333333333333,0.0,0.0,0.0028085975809087945,0.016666666666666666,0.0,0.0,0.0021658312447786136,0.01,0.0,0.0,0.017032575267920905,0.07333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tgt_rff_studentt3,rff,studentt3,300,0.7833617753650559,0.6198374730457771,0.061371808169962516,0.41,0.5366666666666666,0.05333333333333334,0.0,0.0,0.0,0.0,0.22489611048924138,0.47333333333333333,-0.1635243023192789,1.0,0.12618187988888718,0.28,-0.06642723588631372,0.7766666666666666,0.17712925005898825,0.39666666666666667,-0.11575744188902573,0.9166666666666666,0.0013406269077288063,0.0033333333333333335,0.04020937579007075,0.31333333333333335,0.0029494037517997685,0.006666666666666667,0.04677481924040909,0.38333333333333336,0.002954474745714575,0.006666666666666667,0.040177995827459026,0.3333333333333333,0.0013406269077288063,0.0033333333333333335,0.039846980268254936,0.30333333333333334,0.0029494037517997685,0.006666666666666667,0.04677481924040909,0.38333333333333336,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
tgt_sine_laplace,sine,laplace,300,0.7344035264484466,0.4427159093160704,0.07122764264394668,0.36666666666666664,0.61,0.023333333333333334,0.0,0.0,0.0,0.0,0.3629152597763229,0.6033333333333334,-0.29168761713237623,1.0,0.03234435541692874,0.06666666666666667,0.03888328722701794,0.4633333333333333,0.0018266716943187537,0.0033333333333333335,0.06940097094962792,0.4,0.0004786324786324786,0.0,0.0700250282648617,0.3933333333333333,0.0036215434891905484,0.006666666666666667,0.06760609915475614,0.4033333333333333,0.0036215434891905484,0.006666666666666667,0.06760609915475614,0.4033333333333333,0.0004786324786324786,0.0,0.0700250282648617,0.3933333333333333,0.0036215434891905484,0.006666666666666667,0.06760609915475614,0.4033333333333333,0.0004786324786324786,0.0,0.06966415457065468,0.39,0.0,0.0,0.0,0.0,0.0004786324786324786,0.0,0.06966415457065468,0.39
tgt_softsign_gaussian,softsign,gaussian,300,0.5964871541375033,0.27497450580620914,0.005215030399428642,0.043333333333333335,0.9533333333333334,0.0033333333333333335,0.0,0.0,0.0,0.0,0.32672767873072284,0.8833333333333333,-0.3215126483312942,1.0,0.287875567632003,0.7933333333333333,-0.2826605372325744,0.9066666666666666,0.002912708206825854,0.01,-0.002912708206825854,0.013333333333333334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005399848960860788,0.02,-0.005290189228559549,0.02666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010032559976233701,0.03333333333333333,-0.010032559976233701,0.03666666666666667,0.0,0.0,0.0,0.0
tgt_tanh_studentt3,tanh,studentt3,300,0.8326857923411698,0.7761195900372038,0.07582882407369058,0.5566666666666666,0.37666666666666665,0.06666666666666667,0.0,0.0,0.0,0.0,0.13239502637765657,0.3333333333333333,-0.056566202303966015,1.0,0.09489560924493538,0.25666666666666665,-0.02074356597782102,0.9066666666666666,0.13239502637765657,0.3333333333333333,-0.056566202303966015,1.0,0.0009599089344216757,0.0033333333333333335,0.05024059135823876,0.4166666666666667,0.0013286453178639399,0.0033333333333333335,0.0595048330377988,0.49333333333333335,0.002716810245670812,0.01,0.056409276839485066,0.47333333333333333,0.0009599089344216757,0.0033333333333333335,0.05024059135823876,0.4166666666666667,0.0013286453178639399,0.0033333333333333335,0.0595048330377988,0.49333333333333335,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
