task_id,mean_abs_skewness,mean_abs_excess_kurtosis,mean_abs_pearson_correlation,mean_abs_spearman_correlation,nonlinearity_gain_median,nonlinearity_gain_mean,nonlinearity_gain_max,cdfm_mean_edge_probability,cdfm_mean_confidence,cdfm_mean_entropy,cdfm_mean_margin,cdfm_edge_density,cdfm_max_degree,cdfm_auto_threshold,cdfm_threshold_margin_mean,cdfm_threshold_margin_p10,cdfm_threshold_margin_p25,cdfm_threshold_near_frac_002,cdfm_threshold_near_frac_005,cdfm_bootstrap_disagreement,cdfm_bootstrap_edge_jaccard,cdfm_bootstrap_probability_drift_mean,cdfm_bootstrap_probability_drift_p90,cdfm_bootstrap_threshold_std,cdfm_bootstrap_threshold_crossing_rate
final_piecewise_student_t3_009,1.0244804227040718,11.262764040185438,0.252563545216798,0.23468713042046374,-0.0025535350977876664,-0.013001869163515178,0.11431759069160502,0.2869599216587781,0.8796682529660239,0.30401867444520675,0.37966825296602397,0.14444444444444443,6.0,0.7760285472091637,0.5333427216990989,0.09879251358040542,0.21384690377664578,0.011111111111111112,0.03333333333333333,0.08888888888888889,0.5912698412698413,0.09804166680361427,0.2417693159739473,0.0024482943013092173,0.08888888888888889
final_piecewise_student_t3_010,0.8836752507609347,12.736138184290605,0.2936909049435722,0.29509640549640553,0.04366163819448612,0.0478793182017561,0.20630231483455702,0.1521282273208914,0.9531781845626967,0.1286589434138714,0.4531781845626967,0.1,4.0,0.8427034602228948,0.7162901843058621,0.1498041706204271,0.7678554436377513,0.0,0.011111111111111112,0.022222222222222223,0.8136363636363637,0.03628089883017371,0.10875904214963122,0.004940460263296864,0.022222222222222223
final_piecewise_student_t3_011,1.0062277844241132,12.9197894111328,0.1897258628278494,0.18242394045755278,0.026471665962213384,0.021769902286429194,0.15674773383930407,0.3602248113644503,0.7951053891335698,0.44146752965383723,0.2951053891335697,0.2,6.0,0.6815181123111416,0.39173249873348837,0.1030105540356741,0.23234375514197356,0.011111111111111112,0.06666666666666667,0.061111111111111116,0.7471395881006865,0.07689262297146446,0.18896812045700725,0.03212341739314961,0.061111111111111116
final_piecewise_student_t3_012,2.664842508233688,43.80717720863582,0.21756613578802783,0.19268078041411374,-0.0495800034878561,-0.08630605829651884,0.34511264765112126,0.26047139551835174,0.8862100151600651,0.27524235742305314,0.38621001516006503,0.14444444444444443,4.0,0.7823959251882147,0.5628192313993817,0.15603748395967668,0.3106389756026241,0.022222222222222223,0.05555555555555555,0.07222222222222222,0.6296992481203008,0.11111286157128053,0.28347696198894673,0.04386712632545714,0.07222222222222222
final_piecewise_student_t3_013,0.46683764415380075,7.389046812220236,0.1573692348356572,0.15355891942558608,0.021239768393857425,0.02833016992172744,0.17602440591930113,0.2604955318210501,0.8564467332851099,0.3534701673101698,0.3564467332851101,0.12222222222222222,5.0,0.7656849511030995,0.5442031091856563,0.19103215715715047,0.4755122865396875,0.0,0.022222222222222223,0.022222222222222223,0.8333333333333334,0.08018798648210251,0.21369102501028592,0.008947995527185615,0.022222222222222223
final_piecewise_student_t3_014,2.9488775680337893,54.46969835992129,0.18780926932049813,0.1657350082764251,0.015143184533171657,-0.03822331648095184,0.14717917665790833,0.35268328413563893,0.819759259818741,0.40178972305058075,0.319759259818741,0.2222222222222222,7.0,0.6880159967777738,0.4189786128326687,0.1357165693428038,0.2752545158429259,0.011111111111111112,0.03333333333333333,0.09444444444444444,0.6653846153846154,0.11194427953595265,0.28932978560543654,0.02017580588919976,0.09444444444444444
final_piecewise_student_t3_015,0.9714204459402414,10.084532181612321,0.19621186560387188,0.19357123837123838,0.03768870085756179,0.050179325090893914,0.1782142033928415,0.19581663254049173,0.909197327219309,0.23942629295383366,0.409197327219309,0.1,3.0,0.8290863162015997,0.6603645298420687,0.1606403453479025,0.6431646172123893,0.011111111111111112,0.022222222222222223,0.016666666666666666,0.8636363636363636,0.08247422669380555,0.19391218616138473,0.009323236773583932,0.016666666666666666
final_piecewise_student_t3_016,1.3392536339155863,22.359300648487253,0.2313500348116136,0.24952801006134342,0.06537461190039903,0.07940852859520836,0.3356925595634144,0.22178226063375564,0.8941362287285722,0.25247380827070065,0.39413622872857235,0.1,4.0,0.7901850260523694,0.6016980901658479,0.17422729823706387,0.4635974128163697,0.0,0.0,0.05555555555555555,0.6130952380952381,0.0742391809917348,0.22248535432019467,0.008007626849911298,0.05555555555555555
final_piecewise_student_t3_017,1.3153960395929052,24.330235599758073,0.11336197793382528,0.10501789595122932,-0.011369123534510445,0.005797230323680032,0.2872547161324029,0.34057767395805777,0.7946121681319653,0.43504281203399287,0.2946121681319652,0.12222222222222222,4.0,0.7337664077462767,0.4481921646358988,0.1933185290577324,0.26409660188440565,0.011111111111111112,0.022222222222222223,0.044444444444444446,0.7142857142857143,0.0963458091749855,0.22583256451959288,0.0017816644152500727,0.044444444444444446
final_piecewise_student_t3_018,1.0012161753338247,8.373307523447249,0.2714650449550612,0.2278626726626727,0.0226394043735422,0.034146733405050575,0.2072402019202278,0.23218997695876273,0.9054775850842977,0.24627795309260847,0.40547758508429765,0.13333333333333333,5.0,0.798442688593941,0.607611274144587,0.18384217254909443,0.5142744833528675,0.011111111111111112,0.03333333333333333,0.04444444444444444,0.7283653846153846,0.07400888812023906,0.17856682778945554,0.02702053787577996,0.04444444444444444
final_piecewise_student_t3_019,1.3668562376062003,24.67578759740392,0.1812306227491766,0.18260665353998687,0.0021323831125562645,-0.11682619054438623,0.16569618833264557,0.2997219409658581,0.8524237660263626,0.35846712892610266,0.3524237660263626,0.16666666666666666,5.0,0.7395416866118691,0.4966275039708507,0.15032237079185454,0.3011644607920547,0.0,0.03333333333333333,0.05,0.743421052631579,0.06585010774965291,0.16042905907530197,0.0062542716749637295,0.05
final_quadratic_exponential_000,2.066564785500265,18.44055560410741,0.24289443587306664,0.13357912371245703,0.06750875076699413,-0.09117456178385301,0.48257704810112145,0.33740272306570424,0.8426273291692886,0.35775807809592314,0.3426273291692886,0.23333333333333334,8.0,0.6896223471372775,0.43949451759418967,0.1482241795699176,0.26231519674342474,0.011111111111111112,0.022222222222222223,0.06666666666666667,0.7272727272727273,0.07890112870145932,0.17949796611512342,0.007561197701121958,0.06666666666666667
final_quadratic_exponential_001,1.4468073949800617,4.924192353337427,0.1620816410358536,0.12311168231168233,0.10471321811718712,0.1381598441185024,0.39652369395036025,0.3786944628761152,0.791106833924753,0.449563419550598,0.29110683392475306,0.2,6.0,0.6758544163400907,0.37720564953836216,0.09769294941328054,0.24491823159781456,0.022222222222222223,0.03333333333333333,0.06111111111111111,0.7386363636363636,0.084328433440398,0.20348280889969642,0.006389751085270234,0.06111111111111111
final_quadratic_exponential_002,2.8846074002636226,28.243254646276068,0.1684182980654437,0.10740295593628929,0.08048824762755673,0.10427803915718906,0.4393577337854858,0.3492267114050977,0.7956023571139441,0.45399915929307,0.29560235711394406,0.18888888888888888,7.0,0.6900742945392475,0.40635599666416855,0.17080530417638118,0.274419261702632,0.011111111111111112,0.05555555555555555,0.07777777777777778,0.700952380952381,0.11946810276335776,0.3174448907232118,0.004457478609627585,0.07777777777777778
final_quadratic_exponential_003,2.9194384580313057,35.989928330927974,0.1857826191552984,0.09142280582280585,0.0812205485310351,0.06751218796510174,0.48159552649790105,0.3876225161878569,0.798733318409918,0.4284715256898981,0.29873331840991807,0.23333333333333334,7.0,0.6258372677730334,0.34884988412429857,0.09121469472753511,0.22351386767198728,0.022222222222222223,0.07777777777777778,0.1111111111111111,0.6303448275862069,0.11822237654774767,0.29049765280303025,0.0070732498702206215,0.1111111111111111
final_quadratic_exponential_004,3.3887894429179135,51.88790762681826,0.18072187394853528,0.09220301753635088,0.13671763211090687,0.13596717594780808,0.39628316262670676,0.36045188712987497,0.79261825678423,0.45082747876037393,0.29261825678423004,0.2111111111111111,8.0,0.6682171702891426,0.38233335325269024,0.10451999099405668,0.2502288913286266,0.03333333333333333,0.05555555555555555,0.1,0.643103448275862,0.11456559193096028,0.23820669659136984,0.045106247486233986,0.1
final_quadratic_exponential_005,3.7740764066705252,56.44530948920525,0.14921348538096146,0.08037678011011345,0.08062112933446186,0.08302208803414515,0.39799562305166564,0.34268492199002093,0.7736246962721113,0.49253193404526896,0.2736246962721112,0.14444444444444443,6.0,0.6864677423474029,0.39268463579456026,0.12528527524868302,0.2607097551619854,0.022222222222222223,0.03333333333333333,0.06111111111111111,0.7032163742690059,0.08146420850580358,0.17824021398864182,0.0022475338739456063,0.06111111111111111
final_quadratic_exponential_006,3.8064055064176587,56.887976692456014,0.2112984405090912,0.11979215792549128,0.09021995952732886,0.08378552121123536,0.44433288761822765,0.37850068294437694,0.7830721012261875,0.4575453230898545,0.28307210122618753,0.23333333333333334,7.0,0.6178087306243097,0.3378404392070978,0.11190614302446544,0.17347101915847463,0.022222222222222223,0.044444444444444446,0.06666666666666667,0.7517482517482517,0.07791225816060612,0.1849519305369534,0.016316018427617762,0.06666666666666667
