dataset_id,base_seed,lambda,n_samples,n_variables,edge_count,cdfm_f1,lingam_f1,cdfm_precision,lingam_precision,cdfm_recall,lingam_recall,cdfm_shd,lingam_shd,cdfm_runtime_sec,lingam_runtime_sec,cdfm_threshold,winner,winner_margin,raw_prediction_path
seed_28_lambda_0p00,28,0.0,1000,10,10,0.761904761904762,0.9523809523809523,0.7272727272727273,0.9090909090909091,0.8,1.0,4,1,1.8880940999952145,0.21083320000616368,0.7685174411876,lingam,0.19047619047619035,results/raw_predictions/seed_28_lambda_0p00.npz
seed_28_lambda_0p25,28,0.25,1000,10,10,0.7692307692307693,0.9523809523809523,0.625,0.9090909090909091,1.0,1.0,6,1,1.8883042999950703,0.20636219999869354,0.6992200996721545,lingam,0.18315018315018305,results/raw_predictions/seed_28_lambda_0p25.npz
seed_28_lambda_0p50,28,0.5,1000,10,10,0.6153846153846154,0.6956521739130435,0.5,0.6153846153846154,0.8,0.8,10,5,1.9400892999983625,0.2154203999962192,0.6942900417840637,lingam,0.08026755852842804,results/raw_predictions/seed_28_lambda_0p50.npz
seed_28_lambda_0p75,28,0.75,1000,10,10,0.6363636363636365,0.3157894736842105,0.5833333333333334,0.3333333333333333,0.7,0.3,7,11,1.8873610000009649,0.2168836999917403,0.6750910257374944,cdfm,0.32057416267942596,results/raw_predictions/seed_28_lambda_0p75.npz
seed_28_lambda_1p00,28,1.0,1000,10,10,0.75,0.0,0.6428571428571429,0.0,0.9,0.0,5,15,1.9326394999952754,0.21860699998796917,0.702794035014019,cdfm,0.75,results/raw_predictions/seed_28_lambda_1p00.npz
seed_29_lambda_0p00,29,0.0,1000,10,3,0.7499999999999999,0.7499999999999999,0.6,0.6,1.0,1.0,1,2,1.891719400009606,0.22485250000318047,0.40321505332380037,tie,0.0,results/raw_predictions/seed_29_lambda_0p00.npz
seed_29_lambda_0p25,29,0.25,1000,10,3,0.7499999999999999,0.7499999999999999,0.6,0.6,1.0,1.0,1,2,1.9619796999904793,0.2049776999920141,0.39506261021428735,tie,0.0,results/raw_predictions/seed_29_lambda_0p25.npz
seed_29_lambda_0p50,29,0.5,1000,10,3,0.7499999999999999,0.25,0.6,0.2,1.0,0.3333333333333333,2,4,1.8948476999939885,0.2103513999900315,0.5782578811429047,cdfm,0.4999999999999999,results/raw_predictions/seed_29_lambda_0p50.npz
seed_29_lambda_0p75,29,0.75,1000,10,3,0.6666666666666666,0.0,0.5,0.0,1.0,0.0,2,5,1.9134372000116855,0.21837159999995492,0.6848630753410578,cdfm,0.6666666666666666,results/raw_predictions/seed_29_lambda_0p75.npz
seed_29_lambda_1p00,29,1.0,1000,10,3,0.8571428571428571,0.2222222222222222,0.75,0.16666666666666666,1.0,0.3333333333333333,1,5,1.8980492999980925,0.2346460999979172,0.6854038638076698,cdfm,0.6349206349206349,results/raw_predictions/seed_29_lambda_1p00.npz
