task_id,graph_seed,mechanism,mean_abs_skewness,mean_abs_excess_kurtosis,mean_abs_pearson_correlation,mean_abs_spearman_correlation,nonlinearity_gain_median,nonlinearity_gain_mean,nonlinearity_gain_max,cdfm_edge_count,cdfm_edge_density,cdfm_mean_degree,cdfm_max_degree,cdfm_lingam_adj_disagreement,cdfm_mean_edge_probability,cdfm_mean_confidence,cdfm_mean_entropy,cdfm_mean_margin,cdfm_bootstrap_disagreement,cdfm_bootstrap_edge_jaccard,cdfm_auto_threshold,cdfm_threshold_margin_mean,cdfm_threshold_margin_p10,cdfm_threshold_margin_p25,cdfm_threshold_near_frac_002,cdfm_threshold_near_frac_005,cdfm_runtime_sec,bootstrap_runtime_sec,lingam_runtime_sec
softsign_seed_320008,320008,softsign,0.14231217048721462,0.9794976024677166,0.22479732720413179,0.24712624072624073,0.0724479960300557,0.06955643561960646,0.11253834367758846,18.0,0.2,3.6,8.0,0.13333333333333333,0.3255223423036399,0.8318729629240081,0.38163520262655126,0.33187296292400803,0.08888888888888889,0.6521739130434783,0.6915573157199904,0.43544373446866474,0.13612430617785595,0.2610734029842458,0.03333333333333333,0.05555555555555555,2.2649672999978065,4.246364500024356,0.2176255999947898
softsign_seed_320009,320009,softsign,0.2673007900841357,1.8084533521546846,0.16883756018752238,0.17425431905431907,0.04984347603096083,0.057005228465117096,0.18547184654320364,10.0,0.1111111111111111,2.0,4.0,0.06666666666666667,0.2883894665995686,0.8145679921399722,0.44202261633353723,0.3145679921399722,0.011111111111111112,0.9166666666666667,0.7261612994828756,0.4745440808199953,0.15556643625165473,0.3948279527994174,0.0,0.03333333333333333,2.1632296000025235,4.311411899980158,0.23021239996887743
softsign_seed_320010,320010,softsign,0.1902696138009089,1.9543386522796702,0.11598632257805992,0.12454073467406804,0.016888896781037263,0.022987448783512766,0.12272507712039982,12.0,0.13333333333333333,2.4,6.0,0.12222222222222222,0.35164915804662167,0.7599729625526682,0.5080365912773578,0.25997296255266805,0.04444444444444444,0.74375,0.6795158553544852,0.37970650816835305,0.16441635999367574,0.304470517088003,0.022222222222222223,0.022222222222222223,2.159525399969425,4.171941799984779,0.21969980001449585
softsign_seed_320011,320011,softsign,0.19520210075273578,1.4310653698339302,0.21453891893310875,0.23503699946540837,0.03767397920500355,0.04639373769697972,0.12946561309049112,21.0,0.23333333333333334,4.2,7.0,0.3,0.394693965071736,0.766038971233938,0.48387620096246664,0.26603897123393794,0.1,0.6794380587484036,0.6189858108246197,0.32251493120040586,0.08904414514514389,0.1913402598854258,0.022222222222222223,0.05555555555555555,2.2321440000087023,4.177756999968551,0.21566200000233948
softsign_seed_320012,320012,softsign,0.32546003706317433,2.2343504174791335,0.06621552950863482,0.07023485903485904,-0.004199224850148936,0.02026266245607477,0.14204592854949932,4.0,0.044444444444444446,0.8,2.0,0.03333333333333333,0.09906712340258052,0.9364813519906636,0.2052173691387982,0.43648135199066374,0.016666666666666666,0.675,0.47670748787842326,0.4152592853910048,0.35371500161957714,0.39952096626151246,0.0,0.0,2.157176000007894,4.325804799969774,0.2247862999793142
softsign_seed_320013,320013,softsign,0.17734408174986746,1.699177815964633,0.14310436051598227,0.14750899870899875,0.014724213409433334,0.025400381763643752,0.16282244265909798,15.0,0.16666666666666666,3.0,7.0,0.1,0.3079954077145361,0.8445552329239683,0.38814399251807596,0.34455523292396834,0.03888888888888889,0.8055555555555556,0.7198924500714277,0.47388002714657435,0.15954702294622078,0.3167576587057907,0.011111111111111112,0.044444444444444446,2.184730999986641,4.222314099955838,0.22295470000244677
softsign_seed_320014,320014,softsign,0.2252625231455438,2.1256129635661103,0.1398190953651657,0.15023264863264865,0.030699687564822158,0.04084009824474141,0.16717822668077573,10.0,0.1111111111111111,2.0,5.0,0.1,0.24971171487944946,0.8497916806728096,0.37049441999366994,0.3497916806728095,0.03888888888888889,0.7,0.750814040217958,0.5332172844447228,0.1888783666676733,0.49218150302412833,0.03333333333333333,0.03333333333333333,2.3033915999694727,4.4543888999614865,0.22852100001182407
softsign_seed_320015,320015,softsign,0.24620785225517333,2.008308258756915,0.12186727933494197,0.12948487775154444,0.020600590634116723,0.03848582342114483,0.16628371437852302,7.0,0.07777777777777778,1.4,3.0,0.1111111111111111,0.2128414172702139,0.8721471494025672,0.3389138512505908,0.37214714940256727,0.016666666666666666,0.8263888888888888,0.8176110197869184,0.6304185300788694,0.3224102436851055,0.6078768556695161,0.0,0.011111111111111112,2.111286500003189,4.176554599951487,0.22106929996516556
softsign_seed_320016,320016,softsign,0.26572662173702644,1.3293860777173827,0.16706352054159573,0.17576054189387527,0.026401710945684193,0.04397507190183056,0.16138236912964754,8.0,0.08888888888888889,1.6,3.0,0.05555555555555555,0.2051488411980899,0.8916575481563211,0.27649720848957043,0.39165754815632103,0.022222222222222223,0.8080808080808081,0.8117353910545878,0.6324531340578561,0.17899203586857942,0.5682332266008134,0.0,0.011111111111111112,2.15396010002587,4.031270500039682,0.19730290002189577
softsign_seed_320017,320017,softsign,0.12406825612951125,1.4565144998583646,0.20855402828538241,0.2345181401181401,0.054035405635539366,0.06074895571031556,0.13240203607041043,15.0,0.16666666666666666,3.0,6.0,0.14444444444444443,0.32737032981798525,0.8229493716147164,0.4167073454150926,0.3229493716147164,0.04444444444444444,0.7647058823529411,0.7267694151860478,0.45625369411444305,0.1339849839455676,0.27071308834116836,0.0,0.03333333333333333,2.054047300014645,4.059469400031958,0.20553600002313033
softsign_seed_320018,320018,softsign,0.2531086589556048,2.1207741151847324,0.11318271038252835,0.1202662837329504,0.047026718178116114,0.04648172454766766,0.15746590292604654,6.0,0.06666666666666667,1.2,4.0,0.03333333333333333,0.16917977100106668,0.8992379777223796,0.27363352877757585,0.3992379777223795,0.016666666666666666,0.8125,0.7876006877749337,0.6389631498376522,0.2728625441141519,0.6233840501047994,0.0,0.011111111111111112,2.1199560000095516,4.067008899990469,0.20795260003069416
softsign_seed_320019,320019,softsign,0.2473927973095162,1.2431381937861554,0.20521064768971584,0.21265195105195103,0.04067740093019116,0.04934019138124054,0.1332374129732095,16.0,0.17777777777777778,3.2,7.0,0.15555555555555556,0.3855285127439397,0.7670178373821033,0.4907254559952201,0.26701783738210333,0.07222222222222223,0.6867007672634271,0.6709108509106056,0.3544277070826632,0.07562447487233985,0.22894599371146074,0.05555555555555555,0.1,2.1726917999912985,4.1301320000202395,0.20386039995355532
softsign_seed_320020,320020,softsign,0.24383440225721692,1.3569003894876792,0.2275424863310193,0.24661462901462908,0.035962926821454605,0.04563633938822593,0.14736686025475257,13.0,0.14444444444444443,2.6,6.0,0.17777777777777778,0.31913215041691867,0.8181233897076124,0.40932631805349234,0.3181233897076124,0.022222222222222223,0.861904761904762,0.727975225915367,0.45850391513333516,0.14580949611553973,0.2602478316838806,0.022222222222222223,0.044444444444444446,2.053461400035303,4.055619600054342,0.24693049996858463
softsign_seed_320021,320021,softsign,0.26416691060784914,1.5633668622510746,0.16614582033085953,0.1698602109268776,0.0318086488228472,0.04196928936143403,0.12647610844951154,9.0,0.1,1.8,3.0,0.12222222222222222,0.23493130972317067,0.8714161732511733,0.32023798806877807,0.3714161732511733,0.011111111111111112,0.9,0.7984587000946461,0.5958766686895365,0.1917442097164694,0.5623564886293173,0.0,0.022222222222222223,2.1690137999830768,4.018159299972467,0.21389259997522458
softsign_seed_320022,320022,softsign,0.12183636741185495,1.0890649267546328,0.2658781832730438,0.2821512698846032,0.042633225799798086,0.05104277067968875,0.11847986941731231,12.0,0.13333333333333333,2.4,6.0,0.12222222222222222,0.2584668466399867,0.8680748614165869,0.32535269856705984,0.36807486141658685,0.027777777777777776,0.8159340659340659,0.7706539964839996,0.5492937659971822,0.18036576177282773,0.41537394696932517,0.022222222222222223,0.03333333333333333,2.074987300031353,4.1092965999851,0.19965309998951852
softsign_seed_320023,320023,softsign,0.14329925404974903,0.860816440990446,0.3402230121169883,0.36921589934923277,0.06408536717244527,0.07488348567074095,0.14965932781651906,11.0,0.12222222222222222,2.2,4.0,0.06666666666666667,0.23575533512106067,0.8798845719297324,0.314172718223602,0.37988457192973235,0.016666666666666666,0.8674242424242424,0.7864492128357735,0.583807490973962,0.17166668609676353,0.48057576507428074,0.011111111111111112,0.022222222222222223,2.168423800030723,4.050174899981357,0.21627109998371452
softsign_seed_320024,320024,softsign,0.16038128246860564,1.2283050970998715,0.22445733928159572,0.23795921609254939,0.034281325301708826,0.04820294479113234,0.13417719631041902,9.0,0.1,1.8,5.0,0.07777777777777778,0.2452082155842607,0.8573675356038903,0.33952727049372383,0.3573675356038904,0.05,0.6328671328671329,0.756361460515719,0.5421052864341923,0.2022472342780482,0.4462342785179216,0.022222222222222223,0.044444444444444446,2.165609899966512,4.02368420001585,0.21402700000908226
