evidence_status,held_out_family,model,n_train,n_test,spearman,pearson,mae,risk_at_25,risk_at_50,risk_at_75,risk_at_100
post_hoc_exploratory_only,linear,stable_ridge_v1,45,15,0.5933871895815745,0.5466955079389866,0.07917090344242031,0.08106060606060606,0.15366716616716614,0.16263371131792181,0.19362784019771312
post_hoc_exploratory_only,tanh,stable_ridge_v1,45,15,0.5008952558646071,0.3819622013610126,0.06739520158881082,0.1817439096850862,0.17496286393345217,0.21511598123195075,0.22862758065079103
post_hoc_exploratory_only,rff,stable_ridge_v1,45,15,0.691760715837011,0.7097885658816376,0.05778113348853611,0.19887955182072828,0.20702906162464985,0.22030129003168217,0.24876776999326017
post_hoc_exploratory_only,interaction,stable_ridge_v1,45,15,0.4132385860883009,0.4191011083932064,0.08163994225063391,0.1817439096850862,0.18566362150920973,0.21655644065964638,0.2330742123567769
